,module,unit,topic_name,content
202,Develop AI information extraction solutions in Azure AI-3002 - Training,Use prebuilt Document intelligence models,"Use the General Document, Read, and Layout models","# Use the General Document, Read, and Layout models

Completed 100 XP

  * 3 minutes

If you want to extract text, languages, and other information from documents
with unpredictable structures, you can use the read, general document, or
layout models.

In your polling company, customers and partners often send specifications,
tenders, statements of work, and other documents with unpredictable
structures. You want to know if Azure AI Document Intelligence can analyze and
extract values from these documents.

Here, you'll learn about the prebuilt models that Microsoft provides for
general documents.

## Using the read model

The Azure AI Document Intelligence read model extracts printed and handwritten
text from documents and images. It's used to provide text extraction in all
the other prebuilt models.

The read model can also detect the language that a line of text is written in
and classify whether it's handwritten or printed text.

Note

The read model supports more languages for printed text than handwritten text.
Check the [documentation](/en-us/azure/ai-services/document-
intelligence/language-support-ocr#read-model) to see the current list of
supported languages.

For multi-page PDF or TIFF files, you can use the `pages` parameter in your
request to fix a page range for the analysis.

The read model is ideal if you want to extract words and lines from documents
with no fixed or predictable structure.

## Using the general document model

The general document model extends the functionality of the read model by
adding the detection of key-value pairs, entities, selection marks, and
tables. The model can extract these values from structured, semi-structured,
and unstructured documents.

The general document model is the only prebuilt model to support entity
extraction. It can recognize entities such as people, organizations, and dates
and it runs against the whole document, not just key-value pairs. This
approach ensures that, when structural complexity has prevented the model
extracting a key-value pair, an entity can be extracted instead. Remember,
however, that sometimes a single piece of text might return both a key-value
pair and an entity.

The types of entities you can detect include:

  * `Person`. The name of a person.
  * `PersonType`. A job title or role.
  * `Location`. Buildings, geographical features, geopolitical entities.
  * `Organization`. Companies, government bodies, sports clubs, musical bands, and other groups.
  * `Event`. Social gatherings, historical events, anniversaries.
  * `Product`. Objects bought and sold.
  * `Skill`. A capability belonging to a person.
  * `Address`. Mailing address for a physical location.
  * `Phone number`. Dialing codes and numbers for mobile phones and landlines.
  * `Email`. Email addresses.
  * `URL`. Webpage addresses.
  * `IP Address`. Network addresses for computer hardware.
  * `DateTime`. Calendar dates and times of day.
  * `Quantity`. Numerical measurements with their units.

## Using the layout model

As well as extracting text, the layout model returns selection marks and
tables from the input image or PDF file. It's a good model to use when you
need rich information about the structure of a document.

When you digitize a document, it can be at an odd angle. Tables can have
complicated structures with or without headers, cells that span columns or
rows, and incomplete columns or rows. The layout model can handle all of these
difficulties to extract the complete document structure.

For example, each table cell is extracted with:

  * Its content text.
  * The size and position of its bounding box.
  * If it's part of a header column.
  * Indexes to indicate its row and column position in the table.

Selection marks are extracted with their bounding box, a confidence indicator,
and whether they're selected or not.

## Learn more

  * [Language support for Azure AI Document Intelligence](/en-us/azure/ai-services/document-intelligence/language-support)
  * [Azure AI Document Intelligence read model](/en-us/azure/ai-services/document-intelligence/concept-read)
  * [Azure AI Document Intelligence general document model](/en-us/azure/ai-services/document-intelligence/concept-general-document)
  * [Azure AI Document Intelligence layout model](/en-us/azure/ai-services/document-intelligence/concept-layout)

* * *"
203,Develop AI information extraction solutions in Azure AI-3002 - Training,Use prebuilt Document intelligence models,"Use financial, ID, and tax models","# Use financial, ID, and tax models

Completed 100 XP

  * 3 minutes

Azure AI Document Intelligence includes some prebuilt models that are trained
on common form types. You can use these models to obtain the values of common
fields from invoices, receipts, business cards, and more.

In your polling company, invoices and receipts are often submitted as photos
or scans of the paper documents. Sometimes the scan is poor and the paper is
creased or damaged. You want to know if Azure AI Document Intelligence can get
this information into your databases more efficiently than manual data entry.

Here, you'll learn about the prebuilt models that handle financial, identity,
and tax documents.

## Using the invoice model

Your business both issues invoices and receives them from partner
organization. There might be many different formats on paper or in digitized
forms and some will have been scanned poorly at odd angles or from creased
paper.

The invoice model in Azure AI Document Intelligence can handle these
challenges and uses the features of the read model to extract text from
invoice scans. In addition, it extracts specific fields that are commonly used
on invoices including:

  * Customer name and reference ID
  * Purchase order number
  * Invoice and due dates
  * Details about the vendor, such as name, tax ID, physical address.
  * Similar details about the customer.
  * Billing and shipping addresses.
  * Amounts such as total tax, invoice total, and amount due.

Invoices also feature lines, usually in a table, each of which is one
purchased item. For each line, the invoice model identifies details including:

  * The description and product code of the product or service invoiced.
  * Amounts such as the unit price, the quantity of items, the tax incurred, and the line total.

## Using the receipt model

Receipts have similar fields and structures to invoices, but they record
amounts paid instead of amounts charged. Azure AI Document Intelligence faces
the same challenges of poor scanning or digitization but can reliably identify
fields including:

  * Merchant details such a name, phone number, and address.
  * Amounts such as receipt total, tax, and tip.
  * The date and time of the transaction.

As for invoices, receipts often include a table of items, each of which is a
product or service purchased. For each of these lines, the model recognizes:

  * The name of the item.
  * The quantity of the item purchased.
  * The unit price of the item.
  * The total price for that quantity.

Note

In Azure AI Document Intelligence v3.0 and later, the receipt model supports
single-page hotel receipt processing. If a receipt is classified as a hotel
receipt, the model extracts extra relevant fields such as arrival and
departure dates.

## Using the ID document model

The ID document model is trained to analyze two types of identity document:

  * United States drivers licenses.
  * International passports.

Note

Only the biographical pages of passports can be analyzed. Visas and other
travel documents are not supported.

The ID document model can extract fields including:

  * First and last names.
  * Personal information such as sex, date of birth, and nationality.
  * The country and region where the document was issued.
  * Unique numbers such as the document number and machine readable zone.
  * Endorsements, restrictions, and vehicle classifications.

Important

Since much of the data extracted by the ID document model is personal, it is
of a sensitive nature and covered by data protection laws in most
jurisdictions. Be sure that you have the permission of the individual to store
their data and comply with all legal requirements in the way you handle this
information.

## Using the business card model

Business cards are a popular way to exchange contact information quickly and
often include branding, unusual fonts, and graphic design elements. Fields
that the business card model can extract include:

  * First and last names.
  * Postal addresses.
  * Email and website addresses.
  * Various telephone numbers.

## Using other prebuilt models

Azure AI Document Intelligence offers several prebuilt models, with new models
being released regularly. Before training a custom model, it's worth verifying
if your use case can be analyzed accurately with one of these prebuilt models.
Using a prebuilt model will benefit from rigorous testing, updated model
versions, and reduced cost compared to a custom model.

## Learn more

  * [Azure AI Document Intelligence model overview](/en-us/azure/ai-services/document-intelligence/concept-model-overview)

* * *"
204,Develop AI information extraction solutions in Azure AI-3002 - Training,Use prebuilt Document intelligence models,Exercise - Analyze a document using Azure AI Document Intelligence,"# Exercise - Analyze a document using Azure AI Document Intelligence

Completed 100 XP

  * 3 minutes

In this exercise, you use Azure AI Document Intelligence to analyze forms
using a prebuilt model.

Note

To complete this lab, you need an **[Azure
subscription](https://azure.microsoft.com/free)** in which you have
administrative access.

Launch the exercise and follow the instructions.

[![Button to launch exercise.](../../wwl-data-ai/use-prebuilt-form-recognizer-
models/media/launch-
exercise.png)](https://go.microsoft.com/fwlink/?linkid=2321470)

Tip

After completing the exercise, if you've finished exploring Azure AI services,
delete the Azure resources that you created during the exercise.

* * *"
205,Develop AI information extraction solutions in Azure AI-3002 - Training,Use prebuilt Document intelligence models,Module assessment,"# Module assessment

Completed 200 XP

  * 3 minutes

Choose the best response for each of the questions below.

## Check your knowledge

1.

You have a large set of documents with varying structures that contain
customer name and address information. You want to extract entities for each
customer. Which prebuilt model should you use?

Read model.

General document model.

ID document model.

2.

You are using the prebuilt layout model to analyze a document with many
checkboxes. You want to find out whether each box is checked or empty. What
object should you use in the returned JSON code?

Selection marks.

Bounding boxes.

Confidence indicators.

3.

You submit a Word document to the Azure AI Document Intelligence general
document model for analysis but you receive an error. The file is A4 size,
contains 1 MB of data, and is not password-protected. How should you resolve
the error?

Change from the free tier to the standard tier.

Submit the document one page at a time.

Convert the document to PDF format.

Submit answers

You must answer all questions before checking your work.

You must answer all questions before checking your work.

* * *"
206,Develop AI information extraction solutions in Azure AI-3002 - Training,Use prebuilt Document intelligence models,Summary,Couldn't extract content for url: https://learn.microsoft.com/en-us/training/modules/use-prebuilt-form-recognizer-models/7-summary
207,Develop AI information extraction solutions in Azure AI-3002 - Training,Extract data from forms with Azure Document intelligence,Introduction,"# Introduction

Completed 100 XP

  * 3 minutes

Forms are used to communicate information in every industry, every day. Many
people still manually extract data from forms to exchange information.

![Screenshot of person handing a form to another person.](../../wwl-data-
ai/work-form-recognizer/media/introduction-image.png)

Consider some of the instances when a person needs to process form data:

  * When filing claims
  * When enrolling new patients in an online management system
  * When entering data from receipts to an expense report
  * When reviewing an operations report for anomalies
  * When selecting data from a report to give to a stakeholder

Without AI services, people need to manually sort through form documents to
identify important information and then manually reenter data to record it.
Some may also need to complete these tasks in real-time with a customer.

Azure Document Intelligence services provide the building blocks for
automation by using intelligent services to extract data at scale and with
accuracy. _Azure Document Intelligence_ is a Vision API that extracts key-
value pairs and table data from form documents.

**Uses of the Azure Document Intelligence service include** :

  * Process automation
  * Knowledge mining
  * Industry-specific applications

**In this module, you'll learn how to** :

  * Identify how Azure Document Intelligence's document analysis, prebuilt, and custom models can automate processes
  * Use Azure Document Intelligence's Optical Character Recognition (OCR) capabilities with SDKs and REST API
  * Develop and test a custom Azure Document Intelligence model

To complete this module, you'll need a Microsoft Azure subscription. If you
don't already have one, you can sign up for a free trial at
[https://azure.microsoft.com](https://azure.microsoft.com/).

* * *"
208,Develop AI information extraction solutions in Azure AI-3002 - Training,Extract data from forms with Azure Document intelligence,What is Azure Document Intelligence?,"# What is Azure Document Intelligence?

Completed 100 XP

  * 4 minutes

**Azure Document Intelligence** is one of many _Azure AI Services_ , cloud-
based artificial intelligence (AI) services with REST APIs and client library
SDKs that can be used to build intelligence into your applications.

Azure Document Intelligence uses Optical Character Recognition (OCR)
capabilities and deep learning models to extract text, key-value pairs,
selection marks, and tables from documents.

![Screenshot of how OCR works.](../../wwl-data-ai/work-form-
recognizer/media/how-optical-character-recognition-works.png)

OCR captures document structure by creating bounding boxes around detected
objects in an image. The locations of the bounding boxes are recorded as
coordinates in relation to the rest of the page. Azure Document Intelligence
services return bounding box data and other information in a structured form
with the relationships from the original file.

![Screenshot of JSON output sample.](../../wwl-data-ai/work-form-
recognizer/media/json-output-sample.png)

To build a high-accuracy model from scratch, people need to build deep
learning models, use a large amount of compute resources, and face long model
training times. These factors could make a project infeasible. Azure Document
Intelligence provides underlying models that have been trained on thousands of
form examples. The underlying models enable you to do high-accuracy data
extraction from your forms with little to no model training.

## Azure Document Intelligence service components

Azure Document Intelligence is composed of the following services:

  * **Document analysis models** : which take an input of JPEG, PNG, PDF, and TIFF files and return a JSON file with the location of text in bounding boxes, text content, tables, selection marks (also known as checkboxes or radio buttons), and document structure.

  * **Prebuilt models** : which detect and extract information from document images and return the extracted data in a structured JSON output. Azure Document Intelligence currently supports prebuilt models for several forms, including:

    * W-2 forms
    * Invoices
    * Receipts
    * ID documents
    * Business cards
  * **Custom models** : custom models extract data from forms specific to your business. Custom models can be trained through the [Azure Document Intelligence Studio](https://formrecognizer.appliedai.azure.com/studio).

Note

Some Azure Document Intelligence features are in preview, as of the time this
content was authored, and as a result, features and usage details might
change. You should refer to the [official
page](https://learn.microsoft.com/en-us/azure/ai-services/document-
intelligence/overview) for up-to-date information.

## Access services

You can access Azure Document Intelligence services in several ways. These
options include using:

  * A REST API
  * Client library SDKs
  * Azure Document Intelligence Studio
  * Azure AI Foundry

Tip

This module's exercise focuses on the Python and .NET SDKs. The underlying
REST services can be used by any language.

Check out the [documentation](/en-us/azure/ai-services/document-
intelligence/quickstarts/get-started-sdks-rest-api) for quick start guides on
all the available SDKs and the REST API.

* * *"
209,Develop AI information extraction solutions in Azure AI-3002 - Training,Extract data from forms with Azure Document intelligence,Get started with Azure Document Intelligence,"# Get started with Azure Document Intelligence

Completed 100 XP

  * 3 minutes

To start a project with Azure Document Intelligence services, you need an
Azure resource and selection of form files for data extraction.

## Subscribe to a resource

You can access Azure Document Intelligence services via:

  * An **Azure AI Service resource** : a multi-service subscription key (used across multiple Azure AI Services)

**OR**

  * An **Azure Document Intelligence resource** : a single-service subscription key (used only with a specific Azure AI Service)

Note

Create an Azure AI Services resource if you plan to access multiple Azure AI
services under a single endpoint/key. For Azure Document Intelligence access
only, create an Azure Document Intelligence resource. Note that you need a
single-service resource if you intend to use Microsoft Entra authentication.

You can subscribe to a service in the Azure portal or with the Azure Command
Line Interface (CLI). You can learn more about the CLI commands [here](/en-
us/cli/azure/cognitiveservices/account#commands).

## Understand Azure Document Intelligence file input requirements

Azure Document Intelligence works on input documents that meet these
requirements:

  * Format must be JPG, PNG, BMP, PDF (text or scanned), or TIFF.
  * The file size must be less than 500 MB for paid (S0) tier and 4 MB for free (F0) tier.
  * Image dimensions must be between 50 x 50 pixels and 10,000 x 10,000 pixels.
  * The total size of the training data set must be 500 pages or less.

More input requirements can be found in the [documentation](/en-
us/azure/cognitive-services/form-recognizer/overview) for specific models.

## Decide what component of Azure Document Intelligence to use

After you collect your files, decide what you need to accomplish.

Expand table

**Use case** | Recommended features to use  
---|---  
Use OCR capabilities to capture document analysis | Use the [Layout
model](/en-us/azure/applied-ai-services/form-recognizer/concept-model-
overview#layout), [Read model](/en-us/azure/applied-ai-services/form-
recognizer/concept-model-overview#read-preview), or [General Document
model](/en-us/azure/applied-ai-services/form-recognizer/concept-model-
overview#general-document-preview).  
Create an application that extracts data from W-2s, Invoices, Receipts, ID
documents, Health insurance, vaccination, and business cards | Use a _prebuilt
model_. These models don't need to be trained. Azure Document Intelligence
services analyze the documents and return a JSON output.  
Create an application to extract data from your industry-specific forms |
Create a custom model. This model needs to be trained on sample documents.
After you train the custom model, it can analyze new documents and return a
JSON output.  
  
* * *"
210,Develop AI information extraction solutions in Azure AI-3002 - Training,Extract data from forms with Azure Document intelligence,Train custom models,"# Train custom models

Completed 100 XP

  * 3 minutes

Azure's Azure Document Intelligence service supports supervised machine
learning. You can train custom models and create composite models with form
documents _and_ JSON documents that contain labeled fields.

![Screenshot of a sample form document needed for custom model
training.](../../wwl-data-ai/work-form-recognizer/media/labeled-form-
documents.png)

To train a custom model:

  1. Store sample forms in an Azure blob container, along with JSON files containing layout and label field information. 
    * You can generate an **ocr.json** file for each sample form using the Azure Document Intelligence's **Analyze document** function. Additionally, you need a single **fields.json** file describing the fields you want to extract, and a **labels.json** file for each sample form mapping the fields to their location in that form.
  2. Generate a shared access security (SAS) URL for the container.
  3. Use the **Build model** REST API function (or equivalent SDK method).
  4. Use the **Get model** REST API function (or equivalent SDK method) to get the trained **model ID**.

**OR**

  5. Use the Azure Document Intelligence Studio to label and train. There are two types of underlying models for custom forms _custom template models_ or _custom neural models_. 
    * **Custom template models** accurately extract labeled key-value pairs, selection marks, tables, regions, and signatures from documents. Training only takes a few minutes, and more than 100 languages are supported.
    * **Custom neural models** are deep learned models that combine layout and language features to accurately extract labeled fields from documents.This model is best for semi-structured or unstructured documents.

* * *"
211,Develop AI information extraction solutions in Azure AI-3002 - Training,Extract data from forms with Azure Document intelligence,Use Azure Document Intelligence models,"# Use Azure Document Intelligence models

Completed 100 XP

  * 4 minutes

## Using the API

To extract form data using a custom model, use the **analyze document**
function of either a supported SDK, or the REST API, while supplying model ID
(generated during model training). This function starts the form analysis.
which you can then request the result to get the analysis.

Example code to call your model:

**C#**

C# Copy

    
    
    string endpoint = ""<endpoint>"";
    string apiKey = ""<apiKey>"";
    AzureKeyCredential credential = new AzureKeyCredential(apiKey);
    DocumentAnalysisClient client = new DocumentAnalysisClient(new Uri(endpoint), credential);
    
    string modelId = ""<modelId>"";
    Uri fileUri = new Uri(""<fileUri>"");
    
    AnalyzeDocumentOperation operation = await client.AnalyzeDocumentFromUriAsync(WaitUntil.Completed, modelId, fileUri);
    AnalyzeResult result = operation.Value;
    

**Python**

Python Copy

    
    
    endpoint = ""YOUR_DOC_INTELLIGENCE_ENDPOINT""
    key = ""YOUR_DOC_INTELLIGENCE_KEY""
    
    model_id = ""YOUR_CUSTOM_BUILT_MODEL_ID""
    formUrl = ""YOUR_DOCUMENT""
    
    document_analysis_client = DocumentAnalysisClient(
        endpoint=endpoint, credential=AzureKeyCredential(key)
    )
    
    # Make sure your document's type is included in the list of document types the custom model can analyze
    task = document_analysis_client.begin_analyze_document_from_url(model_id, formUrl)
    result = task.result()
    

A successful JSON response contains **analyzeResult** that contains the
content extracted and an array of pages containing information about the
document content.

Example **analyze document** JSON response:

JSON Copy

    
    
    {
    	""status"": ""succeeded"",
    	""createdDateTime"": ""2023-10-18T23:39:50Z"",
    	""lastUpdatedDateTime"": ""2023-10-18T23:39:54Z"",
    	""analyzeResult"": {
    		""apiVersion"": ""2022-08-31"",
    		""modelId"": ""DocIntelModel"",
    		""stringIndexType"": ""utf16CodeUnit"",
    		""content"": ""Purchase Order\nHero Limited\nCompany Phone: 555-348-6512 Website: www.herolimited.com Email: accounts@herolimited.com\nPurchase Order\nDated As: 12/20/2020 Purchase Order #: 948284\nShipped To Vendor Name: Balozi Khamisi Company Name: Higgly Wiggly Books Address: 938 NE Burner Road Boulder City, CO 92848 Phone: 938-294-2949\nShipped From Name: Kidane Tsehaye Company Name: Jupiter Book Supply Address: 383 N Kinnick Road Seattle, WA 38383\nPhone: 932-299-0292\nDetails\nQuantity\nUnit Price\nTotal\nBindings\n20\n1.00\n20.00\nCovers Small\n20\n1.00\n20.00\nFeather Bookmark\n20\n5.00\n100.00\nCopper Swirl Marker\n20\n5.00\n100.00\nSUBTOTAL\n$140.00\nTAX\n$4.00\nTOTAL\n$144.00\nKidane Tsehaye\nManager\nKidane Tsehaye\nAdditional Notes: Do not Jostle Box. Unpack carefully. Enjoy. Jupiter Book Supply will refund you 50% per book if returned within 60 days of reading and offer you 25% off you next total purchase."",
    		""pages"": [
    			{
    				""pageNumber"": 1,
    				""angle"": 0,
    				""width"": 1159,
    				""height"": 1486,
    				""unit"": ""pixel"",
    				""words"": [
    					{
    						""content"": ""Purchase"",
    						""polygon"": [
    							89,
    							90,
    							174,
    							91,
    							174,
    							112,
    							88,
    							112
    						],
    						""confidence"": 0.996,
    						""span"": {
    							""offset"": 0,
    							""length"": 8
    						}
    					},
    					{
    						""content"": ""Order"",
    						""polygon"": [
    							178,
    							91,
    							237,
    							91,
    							236,
    							113,
    							178,
    							112
    						],
    						""confidence"": 0.997,
    						""span"": {
    							""offset"": 9,
    							""length"": 5
    						}
    					},
                        ...
    

Explore the documentation for [supported language
quickstarts](https://learn.microsoft.com/en-us/azure/ai-services/document-
intelligence/quickstarts/get-started-sdks-rest-api).

## Understanding confidence scores

If the confidence values of the **analyzeResult** are low, try to improve the
quality of your input documents.

You want to make sure that the form you're analyzing has a similar appearance
to forms in the training set if the confidence values are low. If the form
appearance varies, consider training more than one model, with each model
focused on one form format.

Depending on the use case, you might find that a confidence score of 80% or
higher is acceptable for a low-risk application. For more sensitive cases,
like reading medical records or billing statements, a score of 100% is
recommended.

* * *"
212,Develop AI information extraction solutions in Azure AI-3002 - Training,Extract data from forms with Azure Document intelligence,Use the Azure Document Intelligence Studio,"# Use the Azure Document Intelligence Studio

Completed 100 XP

  * 3 minutes

In addition to SDKs and the REST API, Azure Document Intelligence services can
be accessed through a user interface called the Azure Document Intelligence
Studio, an online tool for visually exploring, understanding, and integrating
features from the Azure Document Intelligence service. The Studio can be used
to analyze form layouts, extract data from prebuilt models, and train custom
models.

![Gif of Azure Document Intelligence Studio capabilities.](../../wwl-data-
ai/work-form-recognizer/media/doc-intelligence-studio.png)

The Azure Document Intelligence Studio currently supports the following
projects:

  * **Document analysis models**
    * Read: Extract printed and handwritten text lines, words, locations, and detected languages from documents and images.
    * Layout: Extract text, tables, selection marks, and structure information from documents (PDF and TIFF) and images (JPG, PNG, and BMP).
    * General Documents: Extract key-value pairs, selection marks, and entities from documents.
  * **Prebuilt models**
  * **Custom models**

### Build Document analysis model projects

To extract text, tables, structure, key-value pairs, and named entities with
document analysis models:

  * Create an Azure Document Intelligence or Azure AI Services resource
  * Select either ""Read"", ""Layout"", or ""General Documents"" under the Document analysis models category
  * Analyze your document. You'll need your Azure Document Intelligence or Azure AI service endpoint and key.

### Build prebuilt model projects

To extract data from common forms with prebuilt models:

  * Create an Azure Document Intelligence or Azure AI Services resource
  * Select one of the ""prebuilt models"" including W-2s, Invoices, Receipts, ID documents, Health insurance, vaccination, and business cards.
  * Analyze your document. You'll need your Azure Document Intelligence or Azure AI service endpoint and key.

### Build custom model projects

You can use Azure Document Intelligence Studio's custom service for the entire
process of training and testing custom models.

When you use Azure Document Intelligence Studio to build custom models, the
**ocr.json** files, **labels.json** files, and **fields.json** file needed for
training are automatically created and stored in your storage account.

To train a custom model and use it to extract data with custom models:

  * Create an Azure Document Intelligence or Azure AI Services resource
  * Collect at least 5-6 sample forms for training and upload them to your storage account container.
  * Configure cross-domain resource sharing (CORS). CORS enables Azure Document Intelligence Studio to store labeled files in your storage container.
  * Create a custom model project in Azure Document Intelligence Studio. You'll need to provide configurations linking your storage container and Azure Document Intelligence or Azure AI Service resource to the project.
  * Use Azure Document Intelligence Studio to apply labels to text.
  * Train your model. Once the model is trained, you'll receive a Model ID and Average Accuracy for tags.
  * Test your model by analyzing a new form that wasn't used in training.

* * *"
213,Develop AI information extraction solutions in Azure AI-3002 - Training,Extract data from forms with Azure Document intelligence,Exercise - Extract data from custom forms,"# Exercise - Extract data from custom forms

Completed 100 XP

  * 25 minutes

In this exercise, you'll use the Azure Document Intelligence service to train
and test a custom model.

Note

To complete this lab, you need an **[Azure
subscription](https://azure.microsoft.com/free)** in which you have
administrative access.

Launch the exercise and follow the instructions.

[![Button to launch exercise.](../../wwl-data-ai/work-form-
recognizer/media/launch-
exercise.png)](https://go.microsoft.com/fwlink/?linkid=2322032)

Tip

After completing the exercise, if you've finished exploring Azure AI services,
delete the Azure resources that you created during the exercise.

* * *"
214,Develop AI information extraction solutions in Azure AI-3002 - Training,Extract data from forms with Azure Document intelligence,Module assessment,"# Module assessment

Completed 200 XP

  * 3 minutes

In this module, you have learned how to use the Azure Document Intelligence
service to extract data from forms.

Consider the following review questions to check your understanding of the
topics discussed in this module.

1.

A person plans to use an Azure Document Intelligence prebuilt invoice model.
To extract document data using the model and REST API language, what are two
calls they need to make to the API?

Train Model and Get Model Labels

Analyze Invoice and Get Analyze Invoice Result

Create Azure Document Intelligence and Get Analyze Invoice Result

2.

A person needs to build an application that submits expense claims and
extracts the merchant, date, and total from scanned receipts. What's the
**best** way to build the application?

Use the Read API of the Computer Vision service.

Use Azure Document Intelligence's prebuilt receipts model

Use Azure Document Intelligence's Layout service

3.

A person is building a custom model with Azure Document Intelligence services.
What is required to train a model?

Along with the form to analyze, JSON files need to be provided.

Training must be done through language-specific SDKs.

Nothing else is required.

Submit answers

You must answer all questions before checking your work.

You must answer all questions before checking your work.

* * *"
215,Develop AI information extraction solutions in Azure AI-3002 - Training,Extract data from forms with Azure Document intelligence,Summary,Couldn't extract content for url: https://learn.microsoft.com/en-us/training/modules/work-form-recognizer/11-summary
216,Develop AI information extraction solutions in Azure AI-3002 - Training,Create a knowledge mining solution with Azure AI Search,Introduction,"# Introduction

Completed 100 XP

  * 1 minute

Azure AI Search is a powerful cloud-based service that enables you to extract,
enrich, and explore information from a wide variety of data sources. In this
module, you'll learn how to build intelligent search and knowledge mining
solutions using Azure AI Search.

We'll start by introducing the core concepts of Azure AI Search, including how
to connect to data sources and create indexes. You'll discover how the
indexing process works, and how AI skills can be used to enrich your data with
insights such as language detection, key phrase extraction, and image
analysis.

After learning how to implement an index, you'll explore how to query and
filter results using full-text search. Finally, you'll see how to use the
knowledge store to persist enriched data for further analysis and integration
with other systems.

* * *"
217,Develop AI information extraction solutions in Azure AI-3002 - Training,Create a knowledge mining solution with Azure AI Search,What is Azure AI Search?,"# What is Azure AI Search?

Completed 100 XP

  * 3 minutes

Azure AI Search provides a cloud-based solution for indexing and querying a
wide range of data sources, and creating comprehensive and high-scale search
solutions. It provides the infrastructure and tools to create search solutions
that extract data from structured, semi-structured, and non-structured
documents and other data sources.

With Azure AI Search, you can:

  * Index documents and data from a range of sources.
  * Use AI skills to enrich index data.
  * Store extracted insights in a knowledge store for analysis and integration.

Azure AI Search indexes contain insights extracted from your data; which can
include text inferred or read using OCR from images, entities and key phrases
detection through text analytics, and other derived information based on AI
skills that are integrated into the indexing process.

![Diagram of Azure AI Search supporting multiple applications.](../../wwl-
data-ai/ai-knowldge-mining/media/ai-search.png)

Azure AI search has many applications, including:

  * Implementing an _enterprise search_ solution to help employees or customers find information in websites or applications.
  * Supporting _retrieval augmented generation_ (RAG) in generative AI applications by using vector-based indexes for prompt grounding data.
  * Creating _knowledge mining_ solutions in which the indexing process is used to infer insights and extract granular data assets from documents to support data analytics.

In this module, we'll focus on Azure AI Search in knowledge mining scenarios.

* * *"
218,Develop AI information extraction solutions in Azure AI-3002 - Training,Create a knowledge mining solution with Azure AI Search,Extract data with an indexer,"# Extract data with an indexer

Completed 100 XP

  * 5 minutes

At the heart of Azure AI Search solutions is the creation of an _index_ An
index contains your searchable content and is created and updated,
unsurprisingly, by an _indexer_.

![Diagram of an indexer extracting documents from a source and creating an
index.](../../wwl-data-ai/ai-knowldge-mining/media/indexer.png)

The indexing process starts with a data source: the storage location of your
original data artifacts; for example, an Azure blob store container full of
documents, a database, or some other store.

The Indexer automates the extraction and indexing of data _fields_ through an
_enrichment pipeline_ , in which it applies _document cracking_ to extract the
contents of the source documents and applies incremental steps to create a
hierarchical (JSON-based) document with the required fields for the index
definition.

The result is a populated index, which can be queried to return specified
fields from documents that match the query criteria.

## How documents are constructed during indexing

The indexing process works by creating a document for each indexed entity.
During indexing, an _enrichment pipeline_ iteratively builds the documents
that combine metadata from the data source with enriched fields extracted or
generated by _skills_. You can think of each indexed document as a JSON
structure, which initially consists of a document with the index fields you
have mapped to fields extracted directly from the source data, like this:

  * **document**
    * **metadata_storage_name**
    * **metadata_author**
    * **content**

When the documents in the data source contain images, you can configure the
indexer to extract the image data and place each image in a
**normalized_images** collection, like this:

  * **document**
    * **metadata_storage_name**
    * **metadata_author**
    * **content**
    * **normalized_images**
      * **image0**
      * **image1**

Normalizing the image data in this way enables you to use the collection of
images as an input for skills that extract information from image data.

Each skill adds fields to the **document** , so for example a skill that
detects the _language_ in which a document is written might store its output
in a **language** field, like this:

  * **document**
    * **metadata_storage_name**
    * **metadata_author**
    * **content**
    * **normalized_images**
      * **image0**
      * **image1**
    * **language**

The document is structured hierarchically, and the skills are applied to a
specific _context_ within the hierarchy, enabling you to run the skill for
each item at a particular level of the document. For example, you could run an
optical character recognition ( _OCR_ ) skill for each image in the normalized
images collection to extract any text they contain:

  * **document**
    * **metadata_storage_name**
    * **metadata_author**
    * **content**
    * **normalized_images**
      * **image0**
        * **Text**
      * **image1**
        * **Text**
    * **language**

The output fields from each skill can be used as inputs for other skills later
in the pipeline, which in turn store _their_ outputs in the document
structure. For example, we could use a _merge_ skill to combine the original
text content with the text extracted from each image to create a new
**merged_content** field that contains all of the text in the document,
including image text.

  * **document**
    * **metadata_storage_name**
    * **metadata_author**
    * **content**
    * **normalized_images**
      * **image0**
        * **Text**
      * **image1**
        * **Text**
    * **language**
    * **merged_content**

The fields in the final document structure at the end of the pipeline are
mapped to index fields by the indexer in one of two ways:

  * Fields extracted directly from the source data are all mapped to index fields. These mappings can be _implicit_ (fields are automatically mapped to in fields with the same name in the index) or _explicit_ (a mapping is defined to match a source field to an index field, often to rename the field to something more useful or to apply a function to the data value as it is mapped).
  * Output fields from the skills in the skillset are explicitly mapped from their hierarchical location in the output to the target field in the index.

* * *"
